date_arrival,MIN,MAX,MODAL,Arrival
2022-08-10,527.2,1410.02,1091.3,36094.0
2022-08-11,655.0,1736.51,1249.86,17845.0
2022-08-12,524.65,1380.08,1061.27,32268.0
2022-08-13,551.28,1399.86,1063.28,20172.0
2022-08-14,750.0,1509.24,1204.47,7071.0
2022-08-15,646.0,1521.93,1153.67,7079.0
2022-08-16,562.86,1450.68,1095.38,7623.0
2022-08-17,589.06,1458.52,1140.11,23991.0
2022-08-18,597.37,1517.09,1171.14,33238.0
2022-08-19,479.68,1492.02,1120.68,33641.0
2022-08-20,570.54,1477.03,1090.59,27959.0
2022-08-21,765.38,2378.88,1248.08,10167.0
2022-08-22,501.64,1451.36,1084.46,47416.0
2022-08-23,528.89,1415.31,1076.62,36113.0
2022-08-24,598.62,1424.8,1135.11,32431.0
2022-08-25,572.67,1433.67,1096.47,39557.0
2022-08-26,592.59,1956.67,1045.19,13123.0
2022-08-27,552.36,1432.12,1030.7,15704.0
2022-08-28,682.16,1458.47,1184.26,8797.0
2022-08-29,469.52,1435.19,1083.33,28495.0
2022-08-30,522.08,1392.44,1047.85,27549.0
2022-08-31,692.86,1365.29,1092.86,2812.0
2022-09-01,348.53,1378.76,1022.94,14532.0
2022-09-02,551.32,1396.42,1071.03,24053.0
2022-09-03,557.14,1387.86,1055.26,25397.0
2022-09-04,676.47,1391.76,1067.94,6336.0
2022-09-05,472.12,1362.0,1021.15,14036.0
2022-09-06,451.48,1396.34,1003.79,20522.0
2022-09-07,480.02,1384.18,1018.6,33376.0
2022-09-08,478.96,1382.43,1033.63,30645.0
2022-09-09,592.5,1477.25,1102.75,5604.0
2022-09-10,558.04,1431.93,1069.93,14903.0
2022-09-11,888.89,1550.0,1238.89,3538.0
2022-09-12,355.1,1352.0,1037.5,7556.0
2022-09-13,558.0,1475.9,1093.0,9438.0
2022-09-14,477.0,1382.83,1066.67,17515.0
2022-09-15,504.48,1391.41,1043.41,35608.0
2022-09-16,497.27,1405.23,1040.0,13272.0
2022-09-17,478.26,1377.59,994.41,23848.0
2022-09-18,757.89,1521.05,1192.11,6117.0
2022-09-19,491.88,1468.82,1028.53,10276.0
2022-09-20,472.06,1404.41,996.0,14561.0
2022-09-21,595.95,1398.36,1064.55,9277.0
2022-09-22,528.05,1382.85,1029.5,16961.0
2022-09-23,534.21,1419.26,1049.05,19291.0
2022-09-24,428.57,1697.82,956.32,11276.0
2022-09-25,716.67,1508.89,1175.0,5169.0
2022-09-26,597.08,1457.88,1124.29,7012.0
2022-09-27,519.48,1539.32,1168.52,9904.0
2022-09-28,616.8,1652.61,1235.14,20295.0
2022-09-29,639.43,1732.14,1270.04,24706.0
2022-09-30,588.49,1797.33,1325.91,19717.0
2022-10-01,609.0,1652.52,1246.04,13175.0
2022-10-02,809.52,1772.38,1404.76,8185.0
2022-10-03,546.89,1638.89,1231.33,16851.0
2022-10-04,634.44,1783.21,1315.44,25166.0
2022-10-05,664.53,1723.3,1320.2,12521.0
2022-10-06,717.35,1838.58,1398.4,19356.0
2022-10-07,631.73,1986.93,1448.85,19807.0
2022-10-08,650.1,2058.59,1471.62,20517.0
2022-10-09,743.75,2078.75,1603.12,8403.0
2022-10-10,644.19,2152.64,1625.58,38839.0
2022-10-11,647.14,2196.86,1703.05,12649.0
2022-10-12,701.67,2205.79,1656.98,30106.0
2022-10-13,791.93,2215.78,1670.08,39575.0
2022-10-14,701.0,2268.18,1655.62,34536.0
2022-10-15,745.95,2257.11,1643.41,23513.0
2022-10-16,927.5,2200.05,1671.25,9777.0
2022-10-17,687.79,2244.98,1673.71,37370.0
2022-10-18,735.04,2256.84,1694.22,26031.0
2022-10-19,733.77,2245.25,1701.65,30547.0
2022-10-20,736.62,2160.42,1618.62,26937.0
2022-10-21,760.81,2233.51,1694.78,19655.0
2022-10-22,753.12,2197.19,1590.62,4886.0
2022-10-23,1135.71,2014.29,1675.0,4182.0
2022-10-24,916.67,1943.33,1542.5,1828.0
2022-10-25,813.33,2206.67,1606.67,1313.0
2022-10-26,835.0,2304.22,1696.39,4083.0
2022-10-27,831.55,2449.52,1707.45,7172.0
2022-10-28,943.1,2627.28,1878.28,8265.0
2022-10-29,951.93,2760.3,1952.04,10793.0
2022-10-30,1142.4,3057.24,2193.4,7929.0
2022-10-31,1024.0,2944.82,2202.71,24970.0
2022-11-01,957.59,3051.2,2230.3,21201.0
2022-11-02,981.96,3014.08,2290.79,27006.0
2022-11-03,1025.46,2957.39,2225.3,32292.0
2022-11-04,922.67,3009.48,2188.55,26061.0
2022-11-05,940.03,2883.08,2071.0,19226.0
2022-11-06,1111.36,2961.64,2112.73,10372.0
2022-11-07,947.89,2698.57,1971.11,29449.0
2022-11-08,824.03,2648.15,1869.95,17652.0
2022-11-09,802.16,2592.6,1815.2,25839.0
2022-11-10,873.47,2533.7,1842.58,26013.0
2022-11-11,667.82,2573.36,1769.89,23001.0
2022-11-12,814.9,2548.17,1828.66,15617.0
2022-11-13,950.0,2475.92,1933.33,3467.0
2022-11-14,678.95,2542.58,1802.68,12480.0
2022-11-15,687.5,2293.85,1652.3,17095.0
2022-11-16,706.41,2252.48,1646.22,26618.0
2022-11-17,753.7,2112.63,1549.65,23618.0
2022-11-18,551.14,1924.2,1322.84,21458.0
2022-11-19,651.67,1989.03,1443.39,18070.0
2022-11-20,802.27,2071.36,1546.59,7639.0
2022-11-21,650.84,1890.81,1355.5,10505.0
2022-11-22,660.49,1911.44,1355.41,16377.0
2022-11-23,670.64,1921.54,1402.84,20513.0
2022-11-24,662.9,1977.1,1408.04,24113.0
2022-11-25,465.56,2024.56,1395.28,8538.0
2022-11-26,726.51,2067.56,1484.26,14462.0
2022-11-27,838.46,1970.0,1423.08,5505.0
2022-11-28,618.06,1753.22,1272.22,5159.0
2022-11-29,555.95,1778.38,1280.05,10001.0
2022-11-30,636.95,1787.54,1306.56,16564.0
2022-12-01,647.97,1668.74,1276.06,20107.0
2022-12-02,566.67,1717.37,1228.23,27653.0
2022-12-03,588.56,1745.76,1281.02,22459.0
2022-12-04,595.0,1686.67,1236.67,5455.0
2022-12-05,425.0,1541.85,1090.6,10376.0
2022-12-06,537.58,1567.79,1165.08,11001.0
2022-12-07,510.64,1616.12,1187.48,15731.0
2022-12-08,577.2,1626.72,1186.18,28824.0
2022-12-09,514.98,1637.68,1184.7,28286.0
2022-12-10,565.42,1680.93,1256.12,22041.0
2022-12-11,621.74,1689.13,1260.39,8443.0
2022-12-12,537.58,1628.0,1175.38,35277.0
2022-12-13,563.85,1622.81,1198.84,27860.0
2022-12-14,480.49,1550.04,1154.47,22469.0
2022-12-15,515.45,1587.14,1183.22,32290.0
2022-12-16,573.89,1614.8,1183.18,25180.0
2022-12-17,562.78,1685.43,1238.22,23756.0
2022-12-18,598.62,1578.71,1148.43,5002.0
2022-12-19,604.78,1877.22,1301.32,36641.0
2022-12-20,630.97,1822.06,1347.8,27632.0
2022-12-21,618.43,1864.29,1410.2,27764.0
2022-12-22,675.0,1873.88,1475.19,19082.0
2022-12-23,698.6,1958.02,1510.79,33084.0
2022-12-24,657.51,1953.69,1493.96,21940.0
2022-12-25,872.22,2033.89,1491.67,6740.0
2022-12-26,688.55,1868.42,1467.55,16203.0
2022-12-27,647.91,1860.19,1458.66,17841.0
2022-12-28,654.8,1823.52,1412.33,51262.0
2022-12-29,661.73,1745.82,1364.14,59382.0
2022-12-30,606.84,1698.49,1287.62,45098.0
2022-12-31,618.05,1688.34,1308.32,27275.0
2023-01-01,755.26,1822.68,1374.74,4846.0
2023-01-02,721.15,1716.42,1361.52,21511.0
2023-01-03,681.78,1713.25,1339.28,28048.0
2023-01-04,735.83,1745.53,1404.0,33233.0
2023-01-05,473.33,1669.13,1369.0,9719.0
2023-01-06,592.59,1672.56,1266.59,19828.0
2023-01-07,630.25,1693.4,1311.65,37977.0
2023-01-08,683.33,1773.75,1279.17,6726.0
2023-01-09,200.0,1800.0,1200.0,23.0
2023-01-10,555.75,1571.07,1237.0,16294.0
2023-01-11,640.75,1653.14,1302.45,50077.0
2023-01-12,634.78,1642.72,1277.02,40112.0
2023-01-13,492.5,1555.86,1215.0,14204.0
2023-01-14,754.15,1653.36,1317.36,17211.0
2023-01-15,776.92,1726.92,1319.23,5819.0
2023-01-16,445.83,1607.83,1204.17,484.0
2023-01-17,624.45,1619.3,1242.06,24347.0
2023-01-18,593.75,1530.62,1275.62,6766.0
2023-01-19,697.16,1637.47,1324.26,16452.0
2023-01-20,697.83,1638.83,1310.78,16823.0
2023-01-21,669.94,1663.97,1311.55,23998.0
2023-01-22,779.63,1749.44,1331.3,12584.0
2023-01-23,576.8,1604.67,1270.22,53615.0
2023-01-24,668.37,1612.09,1259.69,37598.0
2023-01-25,663.4,1584.69,1260.67,37927.0
2023-01-26,741.0,1698.6,1303.2,9392.0
2023-01-27,621.64,1553.74,1190.49,37692.0
2023-01-28,603.5,1441.75,1139.82,20043.0
2023-01-29,758.85,1524.62,1207.92,6013.0
2023-01-30,543.96,1419.25,1102.9,51619.0
2023-01-31,592.51,1403.0,1090.87,31839.0
2023-02-01,708.97,1467.72,1185.07,14564.0
2023-02-02,559.4,1381.46,1077.54,43763.0
2023-02-03,594.86,1410.28,1093.52,37617.0
2023-02-04,638.31,1354.48,1075.57,30714.0
2023-02-05,774.81,1462.78,1173.89,7582.0
2023-02-06,520.0,1386.07,1056.72,37683.0
2023-02-07,518.77,1361.54,1043.06,32346.0
2023-02-08,551.57,1394.33,1066.35,35823.0
2023-02-09,559.88,1358.0,1035.25,35003.0
2023-02-10,459.79,1249.09,927.56,32602.0
2023-02-11,448.87,1218.68,897.77,20868.0
2023-02-12,734.64,1350.0,1093.21,8313.0
2023-02-13,450.24,1198.75,894.25,40041.0
2023-02-14,479.19,1199.78,890.57,46260.0
2023-02-15,504.43,1189.23,896.17,39899.0
2023-02-16,489.44,1133.23,854.19,33238.0
2023-02-17,387.5,1085.29,767.76,34108.0
2023-02-18,531.46,1161.71,887.33,6008.0
2023-02-19,610.87,1223.48,967.39,10278.0
2023-02-20,465.88,1278.69,839.52,31015.0
2023-02-21,435.33,1053.85,779.7,34311.0
2023-02-22,435.17,1289.3,761.4,35443.0
2023-02-23,900.78,3048.43,2193.51,32156.0
2023-02-24,381.67,1023.13,711.96,33084.0
2023-02-25,456.73,1061.15,769.78,25331.0
2023-02-26,516.67,1091.5,851.88,7855.0
2023-02-27,385.39,1014.41,742.2,37026.0
2023-02-28,377.24,1012.86,728.0,28299.0
2023-03-01,404.78,1029.82,755.8,38675.0
2023-03-02,397.25,1022.49,754.0,37168.0
2023-03-03,417.42,1082.26,786.86,33691.0
2023-03-04,435.98,1076.95,797.6,30122.0
2023-03-05,488.8,1183.55,885.05,4824.0
2023-03-06,433.77,1120.0,812.21,27712.0
2023-03-07,478.79,1240.29,900.04,11826.0
2023-03-08,421.76,1112.37,837.39,34508.0
2023-03-09,493.2,1187.53,881.02,41510.0
2023-03-10,449.35,1155.35,841.98,41054.0
2023-03-11,462.07,1128.9,829.32,39400.0
2023-03-12,577.88,1188.31,926.46,9409.0
2023-03-13,383.45,1062.72,803.79,50748.0
2023-03-14,446.02,1107.53,824.21,52207.0
2023-03-15,411.09,1097.41,819.52,59885.0
2023-03-16,461.37,1094.94,828.84,56889.0
2023-03-17,418.26,1105.23,827.83,32850.0
2023-03-18,463.19,1089.25,817.88,32402.0
2023-03-19,577.0,1175.45,918.52,10571.0
2023-03-20,380.31,1082.37,807.7,75425.0
2023-03-21,392.92,1087.46,815.75,53953.0
2023-03-22,488.38,1134.98,860.14,31339.0
2023-03-23,450.48,1108.89,852.37,75060.0
2023-03-24,370.53,1048.84,785.36,79928.0
2023-03-25,397.72,1053.22,770.13,54493.0
2023-03-26,568.56,1160.56,902.81,15159.0
2023-03-27,384.48,1031.17,773.15,108766.0
2023-03-28,365.79,1004.91,743.68,105199.0
2023-03-29,306.69,905.8,688.91,94062.0
2023-03-30,421.96,959.31,720.02,65358.0
2023-03-31,314.33,906.09,661.39,113965.0
2023-04-01,435.56,957.07,708.37,4765.0
2023-04-02,509.55,1029.59,818.18,2658.0
2023-04-03,427.33,1017.55,762.91,11181.0
2023-04-04,486.48,1021.32,789.87,5810.0
2023-04-05,426.93,984.47,744.02,22075.0
2023-04-06,419.88,967.22,731.94,22793.0
2023-04-07,368.28,959.8,702.52,19895.0
2023-04-08,363.52,920.57,686.8,24937.0
2023-04-09,486.7,1023.37,801.0,6082.0
2023-04-10,334.09,908.39,661.22,52995.0
2023-04-11,344.72,918.91,685.78,41353.0
2023-04-12,312.2,895.88,669.55,48479.0
2023-04-13,345.03,901.25,678.83,44142.0
2023-04-14,415.91,960.47,717.62,19289.0
2023-04-15,420.73,948.86,712.98,34122.0
2023-04-16,472.81,1005.41,785.96,8003.0
2023-04-17,391.48,1066.42,726.03,44445.0
2023-04-18,328.47,904.74,673.29,36352.0
2023-04-19,347.52,909.28,668.7,32693.0
2023-04-20,338.25,893.42,655.91,28930.0
2023-04-21,355.8,930.1,680.55,22249.0
2023-04-22,379.17,925.61,656.17,7703.0
2023-04-23,391.11,926.29,689.04,5908.0
2023-04-24,319.0,928.33,652.55,35743.0
2023-04-25,309.41,890.37,636.02,30462.0
2023-04-26,302.2,895.67,637.96,35016.0
2023-04-27,361.72,906.82,671.64,29612.0
2023-04-28,346.14,892.73,651.36,11769.0
2023-04-29,322.93,902.04,625.82,15024.0
2023-04-30,439.29,921.0,711.57,4595.0
2023-05-01,429.47,855.29,687.65,3656.0
2023-05-02,309.9,923.04,645.06,31984.53
2023-05-03,355.25,996.95,702.5,28658.59
2023-05-04,397.74,1008.87,729.32,32602.96
2023-05-05,338.12,1028.88,722.9,18873.94
2023-05-06,347.5,988.65,676.45,30932.0
2023-05-07,473.91,986.09,768.56,11829.0
2023-05-08,294.1,1004.04,673.41,48363.7
2023-05-09,339.0,975.73,685.22,37261.53
2023-05-10,343.56,988.23,697.33,35347.52
2023-05-11,359.4,959.13,679.76,31344.15
2023-05-12,361.07,984.93,693.84,28141.64
2023-05-13,335.6,939.46,649.03,18754.0
2023-05-14,474.11,972.32,750.11,9638.0
2023-05-15,312.39,937.77,630.98,35741.4
2023-05-16,296.66,961.25,650.62,32283.15
2023-05-17,317.17,985.06,664.16,31308.74
2023-05-18,339.79,981.04,668.43,34425.0
2023-05-19,336.55,964.45,652.98,23374.92
2023-05-20,392.86,988.46,676.79,12311.0
2023-05-21,371.11,964.0,711.84,5226.0
2023-05-22,323.14,1162.81,676.44,21032.0
2023-05-23,308.9,991.22,656.63,23879.02
2023-05-24,312.92,1042.96,688.99,29566.54
2023-05-25,321.69,1026.54,673.83,28858.64
2023-05-26,270.71,1010.07,653.12,25284.0
2023-05-27,299.68,1070.35,694.32,18882.0
2023-05-28,453.45,1059.83,797.41,9240.0
2023-05-29,312.44,1098.82,695.5,30390.1
2023-05-30,300.06,1063.94,691.44,27632.96
2023-05-31,307.43,1076.24,703.51,29979.63
2023-06-01,374.66,1100.21,746.67,28512.48
2023-06-02,296.78,1109.28,714.48,27736.76
2023-06-03,360.33,1148.52,771.21,19423.0
2023-06-04,450.03,1101.76,799.17,8154.0
2023-06-05,367.19,1187.45,804.13,34067.36
2023-06-06,390.02,1208.84,817.24,31242.56
2023-06-07,332.04,1180.98,791.81,33415.31
2023-06-08,400.51,1202.86,810.45,30108.77
2023-06-09,389.0,1258.17,840.78,28310.92
2023-06-10,428.4,1235.46,869.68,25667.96
2023-06-11,499.46,1244.85,925.54,7455.0
2023-06-12,347.02,1264.75,834.69,47054.67
2023-06-13,422.76,1307.44,874.56,35604.5
2023-06-14,407.41,1312.44,887.78,33118.37
2023-06-15,422.77,1305.96,868.83,37807.34
2023-06-16,428.57,1325.9,888.77,30476.49
2023-06-17,400.27,1272.09,856.61,23304.67
2023-06-18,543.24,1399.36,1012.92,8571.0
2023-06-19,399.28,1305.93,867.37,45086.53
2023-06-20,430.4,1365.05,919.55,38807.91
2023-06-21,412.96,1334.7,897.7,33745.85
2023-06-22,436.02,1358.86,928.18,32466.55
2023-06-23,428.9,1349.96,928.59,28592.3
2023-06-24,402.37,1335.54,902.34,22136.25
2023-06-25,564.04,1369.04,1001.44,7143.0
2023-06-26,403.5,1424.89,974.02,36601.7
2023-06-27,509.57,1515.15,1062.46,29144.41
2023-06-28,571.22,1717.1,1243.21,27240.08
2023-06-29,566.7,1554.59,1136.27,8288.67
2023-06-30,560.62,1665.29,1210.06,30646.06
2023-07-01,580.11,1669.65,1192.29,31158.49
2023-07-02,634.65,1668.12,1226.38,12441.0
2023-07-03,443.36,1675.6,1150.07,56470.63
2023-07-04,530.12,1727.4,1231.54,47696.91
2023-07-05,563.7,1694.58,1245.83,50219.07
2023-07-06,636.68,1767.7,1291.2,47182.57
2023-07-07,500.87,1728.15,1210.6,50875.05
2023-07-08,531.92,1704.46,1206.83,40234.56
2023-07-09,684.62,1727.69,1252.27,13295.25
2023-07-10,416.72,1632.35,1108.48,53456.98
2023-07-11,545.7,1637.1,1195.57,41037.31
2023-07-12,504.64,1646.97,1171.26,41560.29
2023-07-13,604.02,1955.36,1185.87,42551.29
2023-07-14,455.32,1665.91,1143.76,38844.47
2023-07-15,601.04,1652.46,1148.9,26776.49
2023-07-16,735.75,1686.43,1326.93,8823.92
2023-07-17,489.98,1658.0,1149.9,28243.81
2023-07-18,567.88,1704.57,1256.03,35847.25
2023-07-19,517.22,1676.49,1202.81,32763.71
2023-07-20,567.69,1667.77,1212.54,45114.77
2023-07-21,671.7,1900.72,1414.06,43713.18
2023-07-22,540.85,1599.96,1129.23,34642.46
2023-07-23,662.03,1671.0,1248.93,10840.11
2023-07-24,515.78,1637.15,1162.05,46498.84
2023-07-25,531.26,1618.41,1166.28,33714.07
2023-07-26,528.32,1627.82,1184.36,35750.44
2023-07-27,563.79,1645.67,1191.72,36596.04
2023-07-28,561.75,1659.51,1204.6,29606.4
2023-07-29,530.81,1683.23,1162.71,15013.47
2023-07-30,718.78,1725.81,1304.72,12092.75
2023-07-31,445.05,1901.57,1184.25,42770.14
2023-08-01,612.41,1696.54,1256.28,36840.23
2023-08-02,556.52,1692.28,1261.52,40774.05
2023-08-03,626.39,1738.08,1306.15,38520.81
2023-08-04,639.23,2076.79,1535.75,40741.77
2023-08-05,670.51,1840.9,1373.94,29488.65
2023-08-06,696.59,1868.69,1406.93,11403.51
2023-08-07,679.93,2030.49,1521.04,35604.14
2023-08-08,673.09,2028.64,1535.14,34753.75
2023-08-09,630.55,2013.11,1526.87,35932.46
2023-08-10,698.22,2181.89,1629.05,40300.32
2023-08-11,686.89,2367.85,1765.82,33098.5
2023-08-12,796.95,2426.64,1803.41,35091.77
2023-08-13,917.28,2617.62,1866.24,13601.65
2023-08-14,779.05,2580.24,1940.02,38703.58
2023-08-15,740.0,2300.5,1598.5,1254.0
2023-08-16,713.86,2602.91,1846.82,15094.0
2023-08-17,784.72,2535.65,1901.62,46606.91
2023-08-18,713.93,2454.35,1858.09,45217.39
2023-08-19,782.85,2423.42,1802.04,34633.58
2023-08-20,898.21,2357.68,1750.25,13187.0
2023-08-21,855.56,2451.1,1840.98,21514.0
2023-08-22,870.27,2443.22,1831.78,10806.19
2023-08-23,922.85,2586.79,1861.85,7746.0
2023-08-24,800.12,2359.09,1817.04,22420.35
2023-08-25,745.27,2428.76,1862.65,26156.64
2023-08-26,709.43,2443.84,1826.0,22462.09
2023-08-27,1002.08,2352.71,1788.54,10928.0
2023-08-28,729.58,2388.51,1810.16,32612.73
2023-08-29,969.32,2409.55,1906.7,22223.19
2023-08-30,787.5,2415.07,1725.0,14135.0
2023-08-31,741.34,2370.94,1837.94,28571.0
2023-09-01,739.02,2473.31,1828.39,24705.0
2023-09-02,1013.13,2494.04,1957.6,21325.0
2023-09-03,1000.0,2365.24,1820.24,8937.15
2023-09-04,827.95,2471.26,1889.37,29540.08
2023-09-05,856.42,2438.62,1898.0,29713.08
2023-09-06,894.69,2489.67,1926.74,20268.82
2023-09-07,747.95,2437.42,1929.74,10316.82
2023-09-08,746.79,2403.49,1819.7,21264.9
2023-09-09,807.98,2460.14,1851.77,16123.25
2023-09-10,939.81,2419.67,1762.44,10953.0
2023-09-11,738.38,2490.94,1850.85,30710.34
2023-09-12,822.35,2424.37,1820.98,21935.98
2023-09-13,801.23,2426.84,1843.26,21225.0
2023-09-14,857.41,2365.63,1738.89,10719.0
2023-09-15,652.3,2355.3,1765.26,16748.19
2023-09-16,796.2,2397.5,1811.44,20631.14
2023-09-17,792.59,2324.44,1678.89,11053.97
2023-09-18,787.67,2403.5,1819.26,31224.21
2023-09-19,884.78,2492.83,1818.48,8707.0
2023-09-20,882.14,2499.34,1821.37,12425.03
2023-09-21,820.35,2479.29,1801.32,15605.7
2023-09-22,767.88,2487.24,1785.52,12699.62
2023-09-23,820.31,3259.06,1840.66,12545.4
2023-09-24,1074.62,2573.85,1968.27,11229.14
2023-09-25,925.89,2607.57,1912.86,14723.0
2023-09-26,914.29,2547.88,1878.12,12537.0
2023-09-27,948.09,2731.45,1978.39,17023.0
2023-09-28,1317.65,2629.47,2104.41,10241.0
2023-09-29,878.93,2629.56,1874.3,10973.12
2023-09-30,1006.0,2626.2,1982.0,18822.0
2023-10-01,1030.56,2470.06,1840.33,10627.0
